AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ,Task ID,Trial ID,Description
0.086,-0.925,0.047,0.6302538,15.0114996,8.9954406,87.46776828,3.93049188,-3.72995658,28,3,Vertical(forward) fall while walking caused by fainting
0.106,-0.919,0.027,-0.5156622,12.032118,8.9381448,87.47922744,3.8674665,-3.6096354,28,3,Vertical(forward) fall while walking caused by fainting
0.126,-0.913,0.004,-0.572958,8.7089616,7.9068204,87.47922744,3.78725238,-3.5236917,28,3,Vertical(forward) fall while walking caused by fainting
0.132,-0.882,0.027,2.8074942,4.8128472,6.302538,87.50787534,3.72995658,-3.47212548,28,3,Vertical(forward) fall while walking caused by fainting
0.123,-0.854,0.076,5.9587632,1.0886202,4.5263682,87.57090072,3.68411994,-3.45493674,28,3,Vertical(forward) fall while walking caused by fainting
0.105,-0.841,0.094,7.2765666,-2.8074942,2.9220858,87.64538526,3.65547204,-3.48358464,28,3,Vertical(forward) fall while walking caused by fainting
0.096,-0.834,0.107,8.1932994,-6.302538,1.8907614,87.75997686,3.64974246,-3.54661002,28,3,Vertical(forward) fall while walking caused by fainting
0.08,-0.841,0.121,8.4224826,-9.2246238,1.3750992,87.84592056,3.63255372,-3.6382833,28,3,Vertical(forward) fall while walking caused by fainting
0.067,-0.846,0.127,8.307891,-11.8602306,1.145916,87.9204051,3.62109456,-3.7528749,28,3,Vertical(forward) fall while walking caused by fainting
0.05,-0.858,0.137,8.9381448,-14.3812458,1.0886202,88.0063488,3.6096354,-3.8961144,28,3,Vertical(forward) fall while walking caused by fainting
0.04,-0.859,0.13,8.4224826,-16.1001198,1.3750992,88.08656292,3.59244666,-4.05081306,28,3,Vertical(forward) fall while walking caused by fainting
0.04,-0.854,0.139,8.6516658,-17.8189938,2.005353,88.20115452,3.57525792,-4.22843004,28,3,Vertical(forward) fall while walking caused by fainting
0.035,-0.851,0.153,9.1100322,-20.1681216,2.9793816,88.28136864,3.54088044,-4.42323576,28,3,Vertical(forward) fall while walking caused by fainting
0.026,-0.839,0.159,8.7662574,-22.631841,3.7815228,88.36158276,3.50650296,-4.64668938,28,3,Vertical(forward) fall while walking caused by fainting
0.017,-0.826,0.175,7.8495246,-25.3247436,4.297185,88.43033772,3.4663959,-4.8987909,28,3,Vertical(forward) fall while walking caused by fainting
0.001,-0.827,0.186,5.8441716,-26.5852512,4.4690724,88.47617436,3.42055926,-5.156622,28,3,Vertical(forward) fall while walking caused by fainting
-0.02,-0.828,0.173,2.6356068,-25.7258142,3.5523396,88.52774058,3.36899304,-5.40872352,28,3,Vertical(forward) fall while walking caused by fainting
-0.03,-0.82,0.146,-0.1718874,-22.91832,1.5469866,88.51628142,3.35753388,-5.63790672,28,3,Vertical(forward) fall while walking caused by fainting
-0.047,-0.81,0.101,-2.4064236,-18.3919518,-1.145916,88.48190394,3.36899304,-5.82125328,28,3,Vertical(forward) fall while walking caused by fainting
-0.057,-0.787,0.083,-4.583664,-14.610429,-2.7501984,88.43033772,3.39764094,-5.96449278,28,3,Vertical(forward) fall while walking caused by fainting
-0.063,-0.759,0.079,-7.5630456,-14.3812458,-3.0366774,88.34439402,3.42628884,-6.10773228,28,3,Vertical(forward) fall while walking caused by fainting
-0.079,-0.729,0.061,-11.172681,-13.750992,-2.578311,88.235532,3.43201842,-6.2452422,28,3,Vertical(forward) fall while walking caused by fainting
-0.109,-0.69,0.052,-13.4072172,-7.6776372,-1.6042824,88.09802208,3.44347758,-6.32545632,28,3,Vertical(forward) fall while walking caused by fainting
-0.152,-0.654,0.057,-13.3499214,3.7815228,-0.859437,87.96051216,3.44920716,-6.28534926,28,3,Vertical(forward) fall while walking caused by fainting
-0.225,-0.627,0.069,-12.891555,15.8709366,-1.3178034,87.84019098,3.4663959,-6.1306506,28,3,Vertical(forward) fall while walking caused by fainting
-0.308,-0.623,0.137,-14.610429,25.3247436,-2.578311,87.70268106,3.4950438,-5.88427866,28,3,Vertical(forward) fall while walking caused by fainting
-0.342,-0.622,0.137,-28.934379,33.6326346,-3.0366774,87.4333908,3.48931422,-5.55196302,28,3,Vertical(forward) fall while walking caused by fainting
-0.252,-0.62,0.047,-45.8939358,43.544808,-2.4637194,86.98648356,3.51796212,-5.1279741,28,3,Vertical(forward) fall while walking caused by fainting
-0.061,-0.687,-0.094,-60.2178858,45.7220484,-1.2605076,86.39633682,3.54088044,-4.68106686,28,3,Vertical(forward) fall while walking caused by fainting
0.138,-0.794,-0.214,-76.0315266,34.091001,0.6302538,85.64003226,3.54088044,-4.34875122,28,3,Vertical(forward) fall while walking caused by fainting
0.291,-0.894,-0.3,-87.7771656,16.3865988,2.6929026,84.75767694,3.51796212,-4.19405256,28,3,Vertical(forward) fall while walking caused by fainting
0.364,-1.036,-0.362,-90.6992514,2.9220858,1.0886202,83.8237554,3.51796212,-4.17686382,28,3,Vertical(forward) fall while walking caused by fainting
0.367,-1.235,-0.403,-96.6580146,-4.6982556,-4.5263682,82.83826764,3.54661002,-4.2398892,28,3,Vertical(forward) fall while walking caused by fainting
0.335,-1.432,-0.463,-105.5961594,-11.3445684,-12.0894138,81.7611066,3.64401288,-4.37739912,28,3,Vertical(forward) fall while walking caused by fainting
0.323,-1.606,-0.536,-118.4304186,-19.8243468,-19.9962342,80.54643564,3.80444112,-4.61804148,28,3,Vertical(forward) fall while walking caused by fainting
0.354,-1.722,-0.623,-136.0202292,-30.5959572,-24.0069402,79.14268854,3.9820581,-4.96754586,28,3,Vertical(forward) fall while walking caused by fainting
0.354,-1.802,-0.67,-157.7353374,-40.4508348,-25.210152,77.51548782,4.14248634,-5.43164184,28,3,Vertical(forward) fall while walking caused by fainting
0.271,-1.814,-0.721,-177.1586136,-36.4974246,-27.788463,75.6877518,4.31437374,-5.86708992,28,3,Vertical(forward) fall while walking caused by fainting
0.154,-1.864,-0.675,-184.3205886,-23.2620948,-33.4034514,73.79126082,4.56647526,-6.19367598,28,3,Vertical(forward) fall while walking caused by fainting
0.043,-1.956,-0.748,-203.973048,-17.9908812,-39.247623,71.69996412,4.86441342,-6.49734372,28,3,Vertical(forward) fall while walking caused by fainting
0.022,-1.953,-0.748,-218.1251106,-15.2979786,-41.825934,69.45969834,5.1852699,-6.79528188,28,3,Vertical(forward) fall while walking caused by fainting
0.051,-1.907,-0.737,-229.6415664,-14.6677248,-41.1383844,67.10484096,5.48893764,-7.1046792,28,3,Vertical(forward) fall while walking caused by fainting
0.08,-1.846,-0.697,-237.8921616,-16.5011904,-36.5547204,64.6583103,5.72958,-7.4198061,28,3,Vertical(forward) fall while walking caused by fainting
0.124,-1.713,-0.64,-244.080108,-20.912967,-30.1375908,62.14875426,5.87854908,-7.75785132,28,3,Vertical(forward) fall while walking caused by fainting
0.146,-1.53,-0.53,-244.080108,-23.9496444,-26.929026,59.63919822,5.97595194,-8.11308528,28,3,Vertical(forward) fall while walking caused by fainting
0.139,-1.378,-0.377,-239.3818524,-23.7204612,-29.2781538,57.17547882,6.0733548,-8.48550798,28,3,Vertical(forward) fall while walking caused by fainting
0.135,-1.249,-0.229,-235.772217,-20.1108258,-34.663959,54.75759606,6.22232388,-8.85793068,28,3,Vertical(forward) fall while walking caused by fainting
0.127,-1.159,-0.131,-232.7928354,-16.5584862,-39.4768062,52.35117246,6.4171296,-9.23608296,28,3,Vertical(forward) fall while walking caused by fainting
0.104,-1.073,-0.103,-231.0739614,-14.2666542,-40.7373138,49.96766718,6.61193532,-9.61423524,28,3,Vertical(forward) fall while walking caused by fainting
0.085,-1.023,-0.064,-226.9486638,-13.464513,-37.4141574,47.62426896,6.77809314,-9.9694692,28,3,Vertical(forward) fall while walking caused by fainting
0.056,-0.974,-0.069,-223.7973948,-14.4385416,-32.3148312,45.31524822,6.88695516,-10.30751442,28,3,Vertical(forward) fall while walking caused by fainting
0.065,-0.919,-0.041,-219.3283224,-14.0947668,-27.9030546,43.07498244,6.94998054,-10.61118216,28,3,Vertical(forward) fall while walking caused by fainting
0.098,-0.843,-0.032,-215.9478702,-11.4018642,-26.0122932,40.8519054,7.01300592,-10.886202,28,3,Vertical(forward) fall while walking caused by fainting
0.128,-0.766,-0.056,-210.562065,-10.6570188,-27.215505,38.68039458,7.0760313,-11.16695142,28,3,Vertical(forward) fall while walking caused by fainting
0.163,-0.726,-0.031,-203.4573858,-12.2040054,-28.8197874,36.57763872,7.1333271,-11.47634874,28,3,Vertical(forward) fall while walking caused by fainting
0.155,-0.632,-0.006,-199.5039756,-14.2666542,-30.7105488,34.51498992,7.16770458,-11.80866438,28,3,Vertical(forward) fall while walking caused by fainting
0.133,-0.575,0.129,-188.9615484,-18.6784308,-32.6013102,32.5726623,7.17916374,-12.18681666,28,3,Vertical(forward) fall while walking caused by fainting
0.15,-0.508,0.184,-188.1021114,-22.4599536,-30.366774,30.61887552,7.12186794,-12.56496894,28,3,Vertical(forward) fall while walking caused by fainting
0.13,-0.468,0.22,-181.5703902,-27.501984,-25.2674478,28.7338437,6.9900876,-12.92593248,28,3,Vertical(forward) fall while walking caused by fainting
0.121,-0.473,0.263,-180.0234036,-32.2002396,-20.4546006,26.8717302,6.78382272,-13.25824812,28,3,Vertical(forward) fall while walking caused by fainting
0.097,-0.587,0.273,-177.5596842,-37.4714532,-20.5118964,25.03253502,6.52026204,-13.61348208,28,3,Vertical(forward) fall while walking caused by fainting
0.026,-0.591,0.243,-178.2472338,-39.5913978,-19.4232762,23.22198774,6.22232388,-13.9515273,28,3,Vertical(forward) fall while walking caused by fainting
0.023,-0.59,0.26,-175.3824438,-36.8411994,-21.485925,21.41144046,5.94730404,-14.2953021,28,3,Vertical(forward) fall while walking caused by fainting
0.01,-0.499,0.225,-175.9554018,-35.7525792,-23.8923486,19.5951636,5.67801378,-14.64480648,28,3,Vertical(forward) fall while walking caused by fainting
-0.013,-0.385,0.15,-170.0539344,-40.0497642,-25.6685184,17.83618254,5.36861646,-15.02295876,28,3,Vertical(forward) fall while walking caused by fainting
-0.041,-0.238,0.048,-165.9286368,-44.6334282,-25.0382646,16.12303812,5.00192334,-15.39538146,28,3,Vertical(forward) fall while walking caused by fainting
-0.034,-0.152,-0.07,-157.276971,-45.1490904,-20.2827132,14.51302614,4.60658232,-15.71050836,28,3,Vertical(forward) fall while walking caused by fainting
0.003,-0.146,-0.165,-144.0416412,-41.7686382,-13.178034,13.04052408,4.21697088,-15.93969156,28,3,Vertical(forward) fall while walking caused by fainting
-0.027,-0.155,-0.189,-134.7024258,-37.8725238,-7.1046792,11.66542488,3.85027776,-16.09439022,28,3,Vertical(forward) fall while walking caused by fainting
-0.126,-0.133,-0.237,-130.347945,-37.0130868,-3.9534102,10.3418919,3.48358464,-16.20325224,28,3,Vertical(forward) fall while walking caused by fainting
-0.182,-0.085,-0.262,-126.3945348,-35.1796212,-6.016059,9.0527364,3.13980984,-16.32357342,28,3,Vertical(forward) fall while walking caused by fainting
-0.104,-0.062,-0.29,-125.2486188,-34.2055926,-11.172681,7.78076964,2.80176462,-16.48400166,28,3,Vertical(forward) fall while walking caused by fainting
0.033,0.004,-0.374,-131.0927904,-37.6433406,-14.2093584,6.4457775,2.4350715,-16.6730778,28,3,Vertical(forward) fall while walking caused by fainting
0.134,0.307,-0.531,-139.8590478,-39.8778768,-12.4904844,5.02484166,2.03973048,-16.83923562,28,3,Vertical(forward) fall while walking caused by fainting
0.05,0.712,-0.716,-146.5626564,-40.2216516,-9.8548776,3.53515086,1.6329303,-16.96528638,28,3,Vertical(forward) fall while walking caused by fainting
-0.333,1.224,-0.977,-147.4793892,-43.4302164,-9.5111028,2.04546006,1.19175264,-17.07987798,28,3,Vertical(forward) fall while walking caused by fainting
-0.502,1.643,-1.172,-131.493861,-28.3041252,-12.1467096,0.70473834,0.89954406,-17.20592874,28,3,Vertical(forward) fall while walking caused by fainting
-0.294,1.842,-1.331,-97.0590852,1.8334656,-10.313244,-0.28074942,0.90527364,-17.3033316,28,3,Vertical(forward) fall while walking caused by fainting
-0.187,1.662,-1.656,-44.6334282,11.2299768,-1.2605076,-0.73338624,1.01413566,-17.30906118,28,3,Vertical(forward) fall while walking caused by fainting
-0.188,1.352,-1.942,8.59437,9.453807,10.6570188,-0.64744254,1.11153852,-17.20019916,28,3,Vertical(forward) fall while walking caused by fainting
-0.195,1.176,-2.018,58.4990118,13.8655836,20.340009,-0.05156622,1.25477802,-16.99966386,28,3,Vertical(forward) fall while walking caused by fainting
0.058,0.846,-1.977,107.3150334,24.9809688,21.0848544,1.0313244,1.51260912,-16.79339898,28,3,Vertical(forward) fall while walking caused by fainting
0.447,0.465,-1.885,146.0469942,26.2987722,19.1367972,2.51528562,1.78189938,-16.59859326,28,3,Vertical(forward) fall while walking caused by fainting
0.644,0.272,-1.929,139.9736394,34.2055926,19.5378678,3.94195104,2.12567418,-16.3865988,28,3,Vertical(forward) fall while walking caused by fainting
0.784,0.498,-1.773,113.3310924,17.3033316,25.210152,5.0993262,2.291832,-16.12303812,28,3,Vertical(forward) fall while walking caused by fainting
0.65,0.539,-2.159,90.1835892,14.1520626,24.350715,6.02178858,2.41788276,-15.8709366,28,3,Vertical(forward) fall while walking caused by fainting
0.067,1.088,-3.123,26.5852512,16.1001198,16.2720072,6.29680842,2.56112226,-15.69331962,28,3,Vertical(forward) fall while walking caused by fainting
-0.463,1.498,-3.835,-9.6256944,4.9274388,-10.3705398,6.19367598,2.61841806,-15.7849929,28,3,Vertical(forward) fall while walking caused by fainting
-0.02,-0.954,0.053,0.2291832,3.6096354,-2.5210152,81.59494878,0.55003968,-23.01572286,28,4,Vertical(forward) fall while walking caused by fainting
-0.004,-0.958,0.045,-1.145916,2.4064236,-1.3178034,81.58348962,0.56722842,-22.99280454,28,4,Vertical(forward) fall while walking caused by fainting
-0.003,-0.959,0.036,-2.9220858,0.7448454,-1.2605076,81.7324587,0.56722842,-22.98707496,28,4,Vertical(forward) fall while walking caused by fainting
-0.007,-0.953,0.029,-4.4117766,-0.2291832,-2.2345362,81.68662206,0.59014674,-22.99280454,28,4,Vertical(forward) fall while walking caused by fainting
-0.018,-0.948,0.028,-4.6982556,0,-3.7815228,81.63505584,0.62452422,-22.99853412,28,4,Vertical(forward) fall while walking caused by fainting
-0.036,-0.947,0.033,-4.9847346,1.6042824,-5.8441716,81.58348962,0.68182002,-22.98707496,28,4,Vertical(forward) fall while walking caused by fainting
-0.053,-0.938,0.037,-4.6982556,4.0680018,-7.5630456,81.53765298,0.76203414,-22.95842706,28,4,Vertical(forward) fall while walking caused by fainting
-0.068,-0.93,0.057,-3.5523396,6.8182002,-8.4797784,81.57203046,0.81360036,-22.8896721,28,4,Vertical(forward) fall while walking caused by fainting
-0.075,-0.931,0.079,-2.578311,9.3965112,-8.0787078,81.54338256,0.90527364,-22.80945798,28,4,Vertical(forward) fall while walking caused by fainting
-0.067,-0.94,0.096,-2.291832,11.4018642,-7.0473834,81.52046424,0.98548776,-22.70632554,28,4,Vertical(forward) fall while walking caused by fainting
-0.054,-0.957,0.106,-2.6356068,12.5477802,-6.1879464,81.49181634,1.06570188,-22.59173394,28,4,Vertical(forward) fall while walking caused by fainting
-0.044,-0.971,0.112,-4.297185,13.2353298,-5.5576926,81.45170928,1.13445684,-22.47141276,28,4,Vertical(forward) fall while walking caused by fainting
-0.037,-0.957,0.111,-5.0993262,13.9801752,-5.2139178,81.4746276,1.18029348,-22.33390284,28,4,Vertical(forward) fall while walking caused by fainting
-0.034,-0.934,0.113,-3.8961144,14.5531332,-5.3285094,81.43452054,1.24904844,-22.2021225,28,4,Vertical(forward) fall while walking caused by fainting
-0.036,-0.909,0.126,-1.5469866,15.3552744,-5.6149884,81.42306138,1.32353298,-22.058883,28,4,Vertical(forward) fall while walking caused by fainting
-0.05,-0.902,0.15,0.6302538,16.042824,-5.72958,81.42879096,1.39801752,-21.90991392,28,4,Vertical(forward) fall while walking caused by fainting
-0.063,-0.895,0.165,1.0313244,17.2460358,-5.5003968,81.44025012,1.47250206,-21.74948568,28,4,Vertical(forward) fall while walking caused by fainting
-0.068,-0.896,0.191,2.005353,17.8762896,-5.2139178,81.5605713,1.5183387,-21.56613912,28,4,Vertical(forward) fall while walking caused by fainting
-0.065,-0.907,0.227,3.9534102,17.9335854,-5.0420304,81.60067836,1.58709366,-21.39425172,28,4,Vertical(forward) fall while walking caused by fainting
-0.06,-0.925,0.244,4.583664,17.8762896,-4.9274388,81.65224458,1.65584862,-21.2280939,28,4,Vertical(forward) fall while walking caused by fainting
-0.056,-0.928,0.25,4.583664,18.048177,-5.2139178,81.69808122,1.73033316,-21.0562065,28,4,Vertical(forward) fall while walking caused by fainting
-0.054,-0.919,0.245,4.583664,19.1367972,-5.7868758,81.74964744,1.81054728,-20.87858952,28,4,Vertical(forward) fall while walking caused by fainting
-0.06,-0.899,0.243,4.3544808,20.7983754,-6.7609044,81.88142778,1.87357266,-20.67232464,28,4,Vertical(forward) fall while walking caused by fainting
-0.07,-0.879,0.245,4.3544808,22.8037284,-7.734933,81.932994,1.9767051,-20.4546006,28,4,Vertical(forward) fall while walking caused by fainting
-0.066,-0.866,0.243,4.1825934,25.3820394,-8.5370742,81.97883064,2.0912967,-20.21968782,28,4,Vertical(forward) fall while walking caused by fainting
-0.055,-0.854,0.241,4.583664,27.788463,-8.7089616,82.03039686,2.2058883,-19.95612714,28,4,Vertical(forward) fall while walking caused by fainting
-0.045,-0.845,0.254,5.0420304,29.7365202,-8.0787078,82.08769266,2.3204799,-19.67537772,28,4,Vertical(forward) fall while walking caused by fainting
-0.038,-0.831,0.265,3.6096354,29.4500412,-6.8182002,82.20228426,2.4064236,-19.38889872,28,4,Vertical(forward) fall while walking caused by fainting
-0.029,-0.817,0.261,0.9167328,27.7311672,-5.7868758,82.219473,2.4923673,-19.11960846,28,4,Vertical(forward) fall while walking caused by fainting
-0.02,-0.801,0.245,-1.9480572,25.8977016,-5.3285094,82.20801384,2.57258142,-18.87323652,28,4,Vertical(forward) fall while walking caused by fainting
-0.009,-0.788,0.21,-3.151269,25.0382646,-5.6722842,82.18509552,2.65279554,-18.63832374,28,4,Vertical(forward) fall while walking caused by fainting
-0.008,-0.767,0.157,-5.7868758,25.0382646,-6.589017,82.1335293,2.74446882,-18.39768138,28,4,Vertical(forward) fall while walking caused by fainting
-0.011,-0.732,0.117,-7.8495246,25.6112226,-7.5057498,82.08769266,2.8361421,-18.15130944,28,4,Vertical(forward) fall while walking caused by fainting
-0.027,-0.7,0.096,-10.2559482,27.788463,-8.2505952,81.9902898,2.9507337,-17.89347834,28,4,Vertical(forward) fall while walking caused by fainting
-0.044,-0.676,0.072,-13.6936962,32.2575354,-9.0527364,81.86423904,3.07105488,-17.5898106,28,4,Vertical(forward) fall while walking caused by fainting
-0.046,-0.672,0.03,-18.5065434,35.236917,-10.3705398,81.68662206,3.21429438,-17.25749496,28,4,Vertical(forward) fall while walking caused by fainting
-0.035,-0.709,0.018,-25.496631,34.7212548,-11.5737516,81.44025012,3.36899304,-16.93663848,28,4,Vertical(forward) fall while walking caused by fainting
-0.036,-0.813,0.051,-33.0023808,29.1062664,-13.0634424,81.13658238,3.51223254,-16.66734822,28,4,Vertical(forward) fall while walking caused by fainting
-0.058,-0.973,0.096,-40.2789474,21.8869956,-14.7250206,80.74124136,3.68411994,-16.47827208,28,4,Vertical(forward) fall while walking caused by fainting
-0.104,-1.101,0.081,-51.2224452,21.7151082,-17.5898106,80.22557916,3.87892566,-16.3006551,28,4,Vertical(forward) fall while walking caused by fainting
-0.119,-1.145,0.021,-60.3897732,28.5333084,-20.6837838,79.62397326,4.11956802,-16.06001274,28,4,Vertical(forward) fall while walking caused by fainting
-0.083,-1.179,0.024,-69.4998054,28.934379,-24.9809688,78.93069408,4.40031744,-15.83082954,28,4,Vertical(forward) fall while walking caused by fainting
-0.039,-1.235,-0.002,-91.5586884,25.210152,-30.7105488,78.02542044,4.7269035,-15.65321256,28,4,Vertical(forward) fall while walking caused by fainting
-0.021,-1.286,-0.035,-119.3471514,22.4026578,-35.6952834,76.81647906,5.10505578,-15.52143222,28,4,Vertical(forward) fall while walking caused by fainting
-0.03,-1.311,-0.126,-146.1615858,25.210152,-40.8519054,75.343977,5.53477428,-15.3839223,28,4,Vertical(forward) fall while walking caused by fainting
-0.084,-1.311,-0.264,-166.444299,35.6379876,-44.8053156,73.67093964,6.03324774,-15.17765742,28,4,Vertical(forward) fall while walking caused by fainting
-0.123,-1.305,-0.355,-176.9294304,48.987909,-46.0658232,71.90049942,6.58328742,-14.85680094,28,4,Vertical(forward) fall while walking caused by fainting
-0.109,-1.292,-0.372,-185.5810962,59.1292656,-46.409598,70.06130424,7.16770458,-14.45573034,28,4,Vertical(forward) fall while walking caused by fainting
-0.039,-1.255,-0.418,-196.9829604,62.7961968,-46.5814854,68.10178788,7.78076964,-14.04893016,28,4,Vertical(forward) fall while walking caused by fainting
0.103,-1.243,-0.48,-204.4314144,60.7908438,-47.0398518,66.07351656,8.40529386,-13.68223704,28,4,Vertical(forward) fall while walking caused by fainting
0.217,-1.227,-0.536,-215.3176164,51.9672906,-45.9512316,63.91919448,8.9954406,-13.41294678,28,4,Vertical(forward) fall while walking caused by fainting
0.25,-1.216,-0.54,-222.7660704,43.9458786,-44.5761324,61.6789287,9.55120986,-13.2353298,28,4,Vertical(forward) fall while walking caused by fainting
0.211,-1.163,-0.535,-223.7973948,40.7946096,-43.2010332,59.42720376,10.0840608,-13.09781988,28,4,Vertical(forward) fall while walking caused by fainting
0.139,-1.127,-0.433,-220.9899006,40.2789474,-42.97185,57.19839714,10.62264132,-12.98895786,28,4,Vertical(forward) fall while walking caused by fainting
0.089,-1.084,-0.396,-222.6514788,42.112413,-42.7999626,54.95240178,11.16695142,-12.88009584,28,4,Vertical(forward) fall while walking caused by fainting
0.043,-1.025,-0.308,-217.7813358,46.2950064,-41.9405256,52.76370222,11.73417984,-12.75404508,28,4,Vertical(forward) fall while walking caused by fainting
0.031,-0.936,-0.204,-209.416149,51.2224452,-40.393539,50.66094636,12.32432658,-12.605076,28,4,Vertical(forward) fall while walking caused by fainting
0.056,-0.76,-0.111,-202.0249908,52.8840234,-38.4454818,48.64986378,12.91447332,-12.43891818,28,4,Vertical(forward) fall while walking caused by fainting
0.095,-0.642,-0.028,-191.654451,56.6655462,-39.5913978,46.73618406,13.5504567,-12.28421952,28,4,Vertical(forward) fall while walking caused by fainting
0.142,-0.569,-0.039,-184.492476,59.301153,-42.5707794,44.88552972,14.22081756,-12.1467096,28,4,Vertical(forward) fall while walking caused by fainting
0.192,-0.511,-0.009,-176.6429514,57.3530958,-46.5814854,43.10363034,14.91982632,-12.07222506,28,4,Vertical(forward) fall while walking caused by fainting
0.269,-0.454,0.048,-170.9706672,55.003968,-50.5921914,41.36183802,15.62456466,-12.07222506,28,4,Vertical(forward) fall while walking caused by fainting
0.279,-0.406,0.045,-169.02261,50.4775998,-55.003968,39.62577528,16.34076216,-12.15816876,28,4,Vertical(forward) fall while walking caused by fainting
0.24,-0.386,0.093,-165.0691998,47.8992888,-58.6136034,37.9011717,17.03977092,-12.31286742,28,4,Vertical(forward) fall while walking caused by fainting
0.234,-0.348,0.189,-166.6161864,49.5035712,-62.2232388,36.14219064,17.77315716,-12.50767314,28,4,Vertical(forward) fall while walking caused by fainting
0.188,-0.299,0.245,-172.9187244,52.2537696,-65.0880288,34.30872504,18.54092088,-12.73685634,28,4,Vertical(forward) fall while walking caused by fainting
0.06,-0.247,0.222,-183.633039,52.8840234,-66.0047616,32.35493826,19.30295502,-13.00041702,28,4,Vertical(forward) fall while walking caused by fainting
-0.031,-0.172,0.136,-182.2579398,49.847346,-63.9994086,30.41261064,20.01915252,-13.28116644,28,4,Vertical(forward) fall while walking caused by fainting
0.007,-0.164,0.177,-173.0906118,45.6647526,-65.1453246,28.52757882,20.70097254,-13.63067082,28,4,Vertical(forward) fall while walking caused by fainting
0.059,-0.146,0.176,-169.9393428,43.3729206,-69.900876,26.642547,21.37706298,-14.06038932,28,4,Vertical(forward) fall while walking caused by fainting
0.117,-0.274,0.163,-168.449652,38.101707,-79.4119788,24.71167854,22.0302351,-14.63334732,28,4,Vertical(forward) fall while walking caused by fainting
0.227,-0.302,0.126,-178.8201918,30.7678446,-87.1469118,22.62038184,22.631841,-15.34381524,28,4,Vertical(forward) fall while walking caused by fainting
0.282,-0.286,0.039,-179.1639666,19.6524594,-93.0483792,20.4832485,23.14177362,-16.1860635,28,4,Vertical(forward) fall while walking caused by fainting
0.277,-0.172,-0.112,-181.4557986,4.0680018,-96.6580146,18.26017146,23.47408926,-17.14863294,28,4,Vertical(forward) fall while walking caused by fainting
0.466,0.037,-0.257,-180.195291,-14.9542038,-96.4861272,16.0141761,23.59441044,-18.1914165,28,4,Vertical(forward) fall while walking caused by fainting
0.716,0.272,-0.471,-181.8568692,-26.5279554,-90.4700682,13.76245116,23.55430338,-19.20555216,28,4,Vertical(forward) fall while walking caused by fainting
0.727,0.58,-0.727,-182.3725314,-44.977203,-77.9795838,11.5451037,23.26782438,-20.1394737,28,4,Vertical(forward) fall while walking caused by fainting
0.616,0.798,-0.869,-177.2159094,-65.5463952,-68.3538894,9.40224078,22.7464326,-21.00464028,28,4,Vertical(forward) fall while walking caused by fainting
0.53,0.896,-0.957,-178.6483044,-74.5991316,-65.317212,7.28229618,22.09326048,-21.82397022,28,4,Vertical(forward) fall while walking caused by fainting
0.673,1.075,-1.503,-174.1219362,-75.916935,-55.7488134,5.2712136,21.38852214,-22.5172494,28,4,Vertical(forward) fall while walking caused by fainting
1.073,1.169,-3.105,-156.9331962,-87.0323202,-33.6326346,3.52942128,20.5405443,-22.95842706,28,4,Vertical(forward) fall while walking caused by fainting
1.436,1.401,-3.996,-120.034701,-106.6274838,-22.1161788,2.22307704,19.48630158,-23.26782438,28,4,Vertical(forward) fall while walking caused by fainting
2.82,1.774,-3.996,-119.9774052,-151.0890246,-61.3638018,0.79068204,17.99661078,-23.98402188,28,4,Vertical(forward) fall while walking caused by fainting
-0.018,-0.981,0.175,19.194093,7.3338624,-0.286479,91.50712218,0.84224826,-12.66810138,28,5,Vertical(forward) fall while walking caused by fainting
-0.039,-0.991,0.167,17.761698,6.9327918,-1.5469866,91.68473916,0.859437,-12.59361684,28,5,Vertical(forward) fall while walking caused by fainting
-0.055,-0.99,0.169,16.6730778,7.7922288,-2.1772404,91.89100404,0.85370742,-12.51340272,28,5,Vertical(forward) fall while walking caused by fainting
-0.068,-0.984,0.179,15.6990492,9.6256944,-2.1199446,92.05143228,0.87089616,-12.41599986,28,5,Vertical(forward) fall while walking caused by fainting
-0.073,-0.976,0.185,14.037471,11.5737516,-2.1199446,92.19467178,0.88235532,-12.29567868,28,5,Vertical(forward) fall while walking caused by fainting
-0.073,-0.974,0.196,13.0061466,13.178034,-2.1199446,92.32645212,0.89954406,-12.16389834,28,5,Vertical(forward) fall while walking caused by fainting
-0.061,-0.978,0.2,11.8029348,14.4958374,-2.1772404,92.4467733,0.91100322,-12.02065884,28,5,Vertical(forward) fall while walking caused by fainting
-0.051,-0.979,0.192,9.5111028,15.756345,-2.7501984,92.57855364,0.91100322,-11.8602306,28,5,Vertical(forward) fall while walking caused by fainting
-0.047,-0.977,0.18,6.9900876,17.0741484,-3.6096354,92.65303818,0.93392154,-11.6883432,28,5,Vertical(forward) fall while walking caused by fainting
-0.057,-0.966,0.166,3.5523396,18.6784308,-4.7555514,92.68741566,0.96829902,-11.49926706,28,5,Vertical(forward) fall while walking caused by fainting
-0.07,-0.946,0.157,1.718874,20.05353,-5.6722842,92.71033398,1.00840608,-11.29873176,28,5,Vertical(forward) fall while walking caused by fainting
-0.078,-0.927,0.168,0.9740286,21.8296998,-6.4744254,92.72179314,1.05424272,-11.08100772,28,5,Vertical(forward) fall while walking caused by fainting
